edge_id,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
781,0.54,0.54,0.54,0.54,0.54,0.44,0.44,0.48,0.48,0.48,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.44,0.44,0.52,0.52
782,0.5751,0.5751,0.5751,0.5751,0.5751,0.4686,0.4686,0.5112,0.5112,0.5112,0.426,0.426,0.426,0.426,0.426,0.426,0.5325,0.5325,0.5325,0.5325,0.4686,0.4686,0.5538,0.5538
783,0.5393,0.5393,0.5393,0.5393,0.5393,0.4395,0.4395,0.4794,0.4794,0.4794,0.3995,0.3995,0.3995,0.3995,0.3995,0.3995,0.4994,0.4994,0.4994,0.4994,0.4395,0.4395,0.5194,0.5194
784,0.5738,0.5738,0.5738,0.5738,0.5738,0.4675,0.4675,0.51,0.51,0.51,0.425,0.425,0.425,0.425,0.425,0.425,0.5312,0.5312,0.5312,0.5312,0.4675,0.4675,0.5525,0.5525
785,0.5414,0.5414,0.5414,0.5414,0.5414,0.4411,0.4411,0.4812,0.4812,0.4812,0.401,0.401,0.401,0.401,0.401,0.401,0.5012,0.5012,0.5012,0.5012,0.4411,0.4411,0.5213,0.5213
786,0.5488,0.5488,0.5488,0.5488,0.5488,0.4472,0.4472,0.4878,0.4878,0.4878,0.4065,0.4065,0.4065,0.4065,0.4065,0.4065,0.5081,0.5081,0.5081,0.5081,0.4472,0.4472,0.5284,0.5284
787,0.5373,0.5373,0.5373,0.5373,0.5373,0.4378,0.4378,0.4776,0.4776,0.4776,0.398,0.398,0.398,0.398,0.398,0.398,0.4975,0.4975,0.4975,0.4975,0.4378,0.4378,0.5174,0.5174
788,0.4853,0.4853,0.4853,0.4853,0.4853,0.3955,0.3955,0.4314,0.4314,0.4314,0.3595,0.3595,0.3595,0.3595,0.3595,0.3595,0.4494,0.4494,0.4494,0.4494,0.3955,0.3955,0.4674,0.4674
789,0.5481,0.5481,0.5481,0.5481,0.5481,0.4466,0.4466,0.4872,0.4872,0.4872,0.406,0.406,0.406,0.406,0.406,0.406,0.5075,0.5075,0.5075,0.5075,0.4466,0.4466,0.5278,0.5278
790,0.5447,0.5447,0.5447,0.5447,0.5447,0.4439,0.4439,0.4842,0.4842,0.4842,0.4035,0.4035,0.4035,0.4035,0.4035,0.4035,0.5044,0.5044,0.5044,0.5044,0.4439,0.4439,0.5246,0.5246
791,0.515,0.515,0.515,0.515,0.515,0.4196,0.4196,0.4578,0.4578,0.4578,0.3815,0.3815,0.3815,0.3815,0.3815,0.3815,0.4769,0.4769,0.4769,0.4769,0.4196,0.4196,0.496,0.496
792,0.5096,0.5096,0.5096,0.5096,0.5096,0.4153,0.4153,0.453,0.453,0.453,0.3775,0.3775,0.3775,0.3775,0.3775,0.3775,0.4719,0.4719,0.4719,0.4719,0.4153,0.4153,0.4908,0.4908
793,0.5528,0.5528,0.5528,0.5528,0.5528,0.4504,0.4504,0.4914,0.4914,0.4914,0.4095,0.4095,0.4095,0.4095,0.4095,0.4095,0.5119,0.5119,0.5119,0.5119,0.4504,0.4504,0.5324,0.5324
794,0.5292,0.5292,0.5292,0.5292,0.5292,0.4312,0.4312,0.4704,0.4704,0.4704,0.392,0.392,0.392,0.392,0.392,0.392,0.49,0.49,0.49,0.49,0.4312,0.4312,0.5096,0.5096
795,0.5117,0.5117,0.5117,0.5117,0.5117,0.4169,0.4169,0.4548,0.4548,0.4548,0.379,0.379,0.379,0.379,0.379,0.379,0.4738,0.4738,0.4738,0.4738,0.4169,0.4169,0.4927,0.4927
796,0.4792,0.4792,0.4792,0.4792,0.4792,0.3905,0.3905,0.426,0.426,0.426,0.355,0.355,0.355,0.355,0.355,0.355,0.4438,0.4438,0.4438,0.4438,0.3905,0.3905,0.4615,0.4615
797,0.5376,0.5376,0.5376,0.5376,0.5376,0.438,0.438,0.4778,0.4778,0.4778,0.3982,0.3982,0.3982,0.3982,0.3982,0.3982,0.4978,0.4978,0.4978,0.4978,0.438,0.438,0.5177,0.5177
798,0.5114,0.5114,0.5114,0.5114,0.5114,0.4167,0.4167,0.4546,0.4546,0.4546,0.3788,0.3788,0.3788,0.3788,0.3788,0.3788,0.4735,0.4735,0.4735,0.4735,0.4167,0.4167,0.4924,0.4924
799,0.5451,0.5451,0.5451,0.5451,0.5451,0.4442,0.4442,0.4846,0.4846,0.4846,0.4038,0.4038,0.4038,0.4038,0.4038,0.4038,0.5048,0.5048,0.5048,0.5048,0.4442,0.4442,0.5249,0.5249
800,0.5592,0.5592,0.5592,0.5592,0.5592,0.4556,0.4556,0.497,0.497,0.497,0.4142,0.4142,0.4142,0.4142,0.4142,0.4142,0.5178,0.5178,0.5178,0.5178,0.4556,0.4556,0.5385,0.5385
801,0.4844,0.4844,0.4844,0.4844,0.4844,0.3947,0.3947,0.4306,0.4306,0.4306,0.3588,0.3588,0.3588,0.3588,0.3588,0.3588,0.4485,0.4485,0.4485,0.4485,0.3947,0.3947,0.4664,0.4664
802,0.5825,0.5825,0.5825,0.5825,0.5825,0.4746,0.4746,0.5178,0.5178,0.5178,0.4315,0.4315,0.4315,0.4315,0.4315,0.4315,0.5394,0.5394,0.5394,0.5394,0.4746,0.4746,0.561,0.561
803,0.5387,0.5387,0.5387,0.5387,0.5387,0.4389,0.4389,0.4788,0.4788,0.4788,0.399,0.399,0.399,0.399,0.399,0.399,0.4988,0.4988,0.4988,0.4988,0.4389,0.4389,0.5187,0.5187
804,0.5994,0.5994,0.5994,0.5994,0.5994,0.4884,0.4884,0.5328,0.5328,0.5328,0.444,0.444,0.444,0.444,0.444,0.444,0.555,0.555,0.555,0.555,0.4884,0.4884,0.5772,0.5772
805,0.5303,0.5303,0.5303,0.5303,0.5303,0.4321,0.4321,0.4714,0.4714,0.4714,0.3928,0.3928,0.3928,0.3928,0.3928,0.3928,0.491,0.491,0.491,0.491,0.4321,0.4321,0.5106,0.5106
806,0.56,0.56,0.56,0.56,0.56,0.4563,0.4563,0.4978,0.4978,0.4978,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.5185,0.5185,0.5185,0.5185,0.4563,0.4563,0.5392,0.5392
807,0.5667,0.5667,0.5667,0.5667,0.5667,0.4618,0.4618,0.5038,0.5038,0.5038,0.4198,0.4198,0.4198,0.4198,0.4198,0.4198,0.5248,0.5248,0.5248,0.5248,0.4618,0.4618,0.5457,0.5457
808,0.5576,0.5576,0.5576,0.5576,0.5576,0.4543,0.4543,0.4956,0.4956,0.4956,0.413,0.413,0.413,0.413,0.413,0.413,0.5162,0.5162,0.5162,0.5162,0.4543,0.4543,0.5369,0.5369
809,0.5778,0.5778,0.5778,0.5778,0.5778,0.4708,0.4708,0.5136,0.5136,0.5136,0.428,0.428,0.428,0.428,0.428,0.428,0.535,0.535,0.535,0.535,0.4708,0.4708,0.5564,0.5564
810,0.5387,0.5387,0.5387,0.5387,0.5387,0.4389,0.4389,0.4788,0.4788,0.4788,0.399,0.399,0.399,0.399,0.399,0.399,0.4988,0.4988,0.4988,0.4988,0.4389,0.4389,0.5187,0.5187
811,0.5308,0.5308,0.5308,0.5308,0.5308,0.4325,0.4325,0.4718,0.4718,0.4718,0.3932,0.3932,0.3932,0.3932,0.3932,0.3932,0.4915,0.4915,0.4915,0.4915,0.4325,0.4325,0.5112,0.5112
812,0.4928,0.4928,0.4928,0.4928,0.4928,0.4015,0.4015,0.438,0.438,0.438,0.365,0.365,0.365,0.365,0.365,0.365,0.4562,0.4562,0.4562,0.4562,0.4015,0.4015,0.4745,0.4745
813,0.5393,0.5393,0.5393,0.5393,0.5393,0.4395,0.4395,0.4794,0.4794,0.4794,0.3995,0.3995,0.3995,0.3995,0.3995,0.3995,0.4994,0.4994,0.4994,0.4994,0.4395,0.4395,0.5194,0.5194
814,0.515,0.515,0.515,0.515,0.515,0.4196,0.4196,0.4578,0.4578,0.4578,0.3815,0.3815,0.3815,0.3815,0.3815,0.3815,0.4769,0.4769,0.4769,0.4769,0.4196,0.4196,0.496,0.496
815,0.5038,0.5038,0.5038,0.5038,0.5038,0.4105,0.4105,0.4478,0.4478,0.4478,0.3732,0.3732,0.3732,0.3732,0.3732,0.3732,0.4665,0.4665,0.4665,0.4665,0.4105,0.4105,0.4852,0.4852
816,0.5339,0.5339,0.5339,0.5339,0.5339,0.4351,0.4351,0.4746,0.4746,0.4746,0.3955,0.3955,0.3955,0.3955,0.3955,0.3955,0.4944,0.4944,0.4944,0.4944,0.4351,0.4351,0.5142,0.5142
817,0.5582,0.5582,0.5582,0.5582,0.5582,0.4548,0.4548,0.4962,0.4962,0.4962,0.4135,0.4135,0.4135,0.4135,0.4135,0.4135,0.5169,0.5169,0.5169,0.5169,0.4548,0.4548,0.5376,0.5376
818,0.619,0.619,0.619,0.619,0.619,0.5044,0.5044,0.5502,0.5502,0.5502,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.5731,0.5731,0.5731,0.5731,0.5044,0.5044,0.5961,0.5961
819,0.5333,0.5333,0.5333,0.5333,0.5333,0.4345,0.4345,0.474,0.474,0.474,0.395,0.395,0.395,0.395,0.395,0.395,0.4938,0.4938,0.4938,0.4938,0.4345,0.4345,0.5135,0.5135
820,0.5407,0.5407,0.5407,0.5407,0.5407,0.4406,0.4406,0.4806,0.4806,0.4806,0.4005,0.4005,0.4005,0.4005,0.4005,0.4005,0.5006,0.5006,0.5006,0.5006,0.4406,0.4406,0.5207,0.5207
821,0.544,0.544,0.544,0.544,0.544,0.4433,0.4433,0.4836,0.4836,0.4836,0.403,0.403,0.403,0.403,0.403,0.403,0.5038,0.5038,0.5038,0.5038,0.4433,0.4433,0.5239,0.5239
822,0.5758,0.5758,0.5758,0.5758,0.5758,0.4692,0.4692,0.5118,0.5118,0.5118,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.5331,0.5331,0.5331,0.5331,0.4692,0.4692,0.5544,0.5544
823,0.5794,0.5794,0.5794,0.5794,0.5794,0.4721,0.4721,0.515,0.515,0.515,0.4292,0.4292,0.4292,0.4292,0.4292,0.4292,0.5365,0.5365,0.5365,0.5365,0.4721,0.4721,0.558,0.558
824,0.5862,0.5862,0.5862,0.5862,0.5862,0.4776,0.4776,0.521,0.521,0.521,0.4342,0.4342,0.4342,0.4342,0.4342,0.4342,0.5428,0.5428,0.5428,0.5428,0.4776,0.4776,0.5645,0.5645
825,0.5646,0.5646,0.5646,0.5646,0.5646,0.46,0.46,0.5018,0.5018,0.5018,0.4182,0.4182,0.4182,0.4182,0.4182,0.4182,0.5228,0.5228,0.5228,0.5228,0.46,0.46,0.5437,0.5437
826,0.5079,0.5079,0.5079,0.5079,0.5079,0.4138,0.4138,0.4514,0.4514,0.4514,0.3762,0.3762,0.3762,0.3762,0.3762,0.3762,0.4702,0.4702,0.4702,0.4702,0.4138,0.4138,0.4891,0.4891
827,0.5173,0.5173,0.5173,0.5173,0.5173,0.4215,0.4215,0.4598,0.4598,0.4598,0.3832,0.3832,0.3832,0.3832,0.3832,0.3832,0.479,0.479,0.479,0.479,0.4215,0.4215,0.4982,0.4982
828,0.5465,0.5465,0.5465,0.5465,0.5465,0.4453,0.4453,0.4858,0.4858,0.4858,0.4048,0.4048,0.4048,0.4048,0.4048,0.4048,0.506,0.506,0.506,0.506,0.4453,0.4453,0.5262,0.5262
829,0.4938,0.4938,0.4938,0.4938,0.4938,0.4024,0.4024,0.439,0.439,0.439,0.3658,0.3658,0.3658,0.3658,0.3658,0.3658,0.4572,0.4572,0.4572,0.4572,0.4024,0.4024,0.4755,0.4755
830,0.5704,0.5704,0.5704,0.5704,0.5704,0.4648,0.4648,0.507,0.507,0.507,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.5281,0.5281,0.5281,0.5281,0.4648,0.4648,0.5492,0.5492
831,0.5238,0.5238,0.5238,0.5238,0.5238,0.4268,0.4268,0.4656,0.4656,0.4656,0.388,0.388,0.388,0.388,0.388,0.388,0.485,0.485,0.485,0.485,0.4268,0.4268,0.5044,0.5044
832,0.5312,0.5312,0.5312,0.5312,0.5312,0.4329,0.4329,0.4722,0.4722,0.4722,0.3935,0.3935,0.3935,0.3935,0.3935,0.3935,0.4919,0.4919,0.4919,0.4919,0.4329,0.4329,0.5116,0.5116
833,0.5573,0.5573,0.5573,0.5573,0.5573,0.4541,0.4541,0.4954,0.4954,0.4954,0.4128,0.4128,0.4128,0.4128,0.4128,0.4128,0.516,0.516,0.516,0.516,0.4541,0.4541,0.5366,0.5366
834,0.5461,0.5461,0.5461,0.5461,0.5461,0.445,0.445,0.4854,0.4854,0.4854,0.4045,0.4045,0.4045,0.4045,0.4045,0.4045,0.5056,0.5056,0.5056,0.5056,0.445,0.445,0.5258,0.5258
835,0.5092,0.5092,0.5092,0.5092,0.5092,0.4149,0.4149,0.4526,0.4526,0.4526,0.3772,0.3772,0.3772,0.3772,0.3772,0.3772,0.4715,0.4715,0.4715,0.4715,0.4149,0.4149,0.4904,0.4904
836,0.545,0.545,0.545,0.545,0.545,0.4441,0.4441,0.4844,0.4844,0.4844,0.4037,0.4037,0.4037,0.4037,0.4037,0.4037,0.5046,0.5046,0.5046,0.5046,0.4441,0.4441,0.5248,0.5248
837,0.5362,0.5362,0.5362,0.5362,0.5362,0.4369,0.4369,0.4766,0.4766,0.4766,0.3972,0.3972,0.3972,0.3972,0.3972,0.3972,0.4965,0.4965,0.4965,0.4965,0.4369,0.4369,0.5164,0.5164
838,0.45,0.45,0.45,0.45,0.45,0.3666,0.3666,0.4,0.4,0.4,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.4166,0.4166,0.4166,0.4166,0.3666,0.3666,0.4333,0.4333
839,0.4473,0.4473,0.4473,0.4473,0.4473,0.3644,0.3644,0.3976,0.3976,0.3976,0.3313,0.3313,0.3313,0.3313,0.3313,0.3313,0.4141,0.4141,0.4141,0.4141,0.3644,0.3644,0.4307,0.4307
840,0.4809,0.4809,0.4809,0.4809,0.4809,0.3918,0.3918,0.4274,0.4274,0.4274,0.3562,0.3562,0.3562,0.3562,0.3562,0.3562,0.4452,0.4452,0.4452,0.4452,0.3918,0.3918,0.4631,0.4631
841,0.4527,0.4527,0.4527,0.4527,0.4527,0.3688,0.3688,0.4024,0.4024,0.4024,0.3353,0.3353,0.3353,0.3353,0.3353,0.3353,0.4191,0.4191,0.4191,0.4191,0.3688,0.3688,0.4359,0.4359
842,0.454,0.454,0.454,0.454,0.454,0.3699,0.3699,0.4036,0.4036,0.4036,0.3363,0.3363,0.3363,0.3363,0.3363,0.3363,0.4204,0.4204,0.4204,0.4204,0.3699,0.3699,0.4372,0.4372
843,0.5353,0.5353,0.5353,0.5353,0.5353,0.4362,0.4362,0.4758,0.4758,0.4758,0.3965,0.3965,0.3965,0.3965,0.3965,0.3965,0.4956,0.4956,0.4956,0.4956,0.4362,0.4362,0.5155,0.5155
844,0.5083,0.5083,0.5083,0.5083,0.5083,0.4142,0.4142,0.4518,0.4518,0.4518,0.3765,0.3765,0.3765,0.3765,0.3765,0.3765,0.4706,0.4706,0.4706,0.4706,0.4142,0.4142,0.4894,0.4894
845,0.538,0.538,0.538,0.538,0.538,0.4384,0.4384,0.4782,0.4782,0.4782,0.3985,0.3985,0.3985,0.3985,0.3985,0.3985,0.4981,0.4981,0.4981,0.4981,0.4384,0.4384,0.518,0.518
846,0.5663,0.5663,0.5663,0.5663,0.5663,0.4614,0.4614,0.5034,0.5034,0.5034,0.4195,0.4195,0.4195,0.4195,0.4195,0.4195,0.5244,0.5244,0.5244,0.5244,0.4614,0.4614,0.5454,0.5454
847,0.5191,0.5191,0.5191,0.5191,0.5191,0.423,0.423,0.4614,0.4614,0.4614,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.4806,0.4806,0.4806,0.4806,0.423,0.423,0.4998,0.4998
848,0.5646,0.5646,0.5646,0.5646,0.5646,0.46,0.46,0.5018,0.5018,0.5018,0.4182,0.4182,0.4182,0.4182,0.4182,0.4182,0.5228,0.5228,0.5228,0.5228,0.46,0.46,0.5437,0.5437
849,0.5494,0.5494,0.5494,0.5494,0.5494,0.4477,0.4477,0.4884,0.4884,0.4884,0.407,0.407,0.407,0.407,0.407,0.407,0.5087,0.5087,0.5087,0.5087,0.4477,0.4477,0.5291,0.5291
850,0.5522,0.5522,0.5522,0.5522,0.5522,0.4499,0.4499,0.4908,0.4908,0.4908,0.409,0.409,0.409,0.409,0.409,0.409,0.5112,0.5112,0.5112,0.5112,0.4499,0.4499,0.5317,0.5317
851,0.5485,0.5485,0.5485,0.5485,0.5485,0.4469,0.4469,0.4876,0.4876,0.4876,0.4063,0.4063,0.4063,0.4063,0.4063,0.4063,0.5079,0.5079,0.5079,0.5079,0.4469,0.4469,0.5282,0.5282
852,0.5555,0.5555,0.5555,0.5555,0.5555,0.4526,0.4526,0.4938,0.4938,0.4938,0.4115,0.4115,0.4115,0.4115,0.4115,0.4115,0.5144,0.5144,0.5144,0.5144,0.4526,0.4526,0.535,0.535
853,0.5758,0.5758,0.5758,0.5758,0.5758,0.4692,0.4692,0.5118,0.5118,0.5118,0.4265,0.4265,0.4265,0.4265,0.4265,0.4265,0.5331,0.5331,0.5331,0.5331,0.4692,0.4692,0.5544,0.5544
854,0.5443,0.5443,0.5443,0.5443,0.5443,0.4435,0.4435,0.4838,0.4838,0.4838,0.4032,0.4032,0.4032,0.4032,0.4032,0.4032,0.504,0.504,0.504,0.504,0.4435,0.4435,0.5242,0.5242
855,0.4984,0.4984,0.4984,0.4984,0.4984,0.4061,0.4061,0.443,0.443,0.443,0.3692,0.3692,0.3692,0.3692,0.3692,0.3692,0.4615,0.4615,0.4615,0.4615,0.4061,0.4061,0.48,0.48
856,0.5551,0.5551,0.5551,0.5551,0.5551,0.4523,0.4523,0.4934,0.4934,0.4934,0.4112,0.4112,0.4112,0.4112,0.4112,0.4112,0.514,0.514,0.514,0.514,0.4523,0.4523,0.5346,0.5346
857,0.5015,0.5015,0.5015,0.5015,0.5015,0.4086,0.4086,0.4458,0.4458,0.4458,0.3715,0.3715,0.3715,0.3715,0.3715,0.3715,0.4644,0.4644,0.4644,0.4644,0.4086,0.4086,0.483,0.483
858,0.4826,0.4826,0.4826,0.4826,0.4826,0.3932,0.3932,0.429,0.429,0.429,0.3575,0.3575,0.3575,0.3575,0.3575,0.3575,0.4469,0.4469,0.4469,0.4469,0.3932,0.3932,0.4648,0.4648
859,0.5353,0.5353,0.5353,0.5353,0.5353,0.4362,0.4362,0.4758,0.4758,0.4758,0.3965,0.3965,0.3965,0.3965,0.3965,0.3965,0.4956,0.4956,0.4956,0.4956,0.4362,0.4362,0.5155,0.5155
860,0.5681,0.5681,0.5681,0.5681,0.5681,0.4629,0.4629,0.505,0.505,0.505,0.4208,0.4208,0.4208,0.4208,0.4208,0.4208,0.526,0.526,0.526,0.526,0.4629,0.4629,0.547,0.547
861,0.5355,0.5355,0.5355,0.5355,0.5355,0.4364,0.4364,0.476,0.476,0.476,0.3967,0.3967,0.3967,0.3967,0.3967,0.3967,0.4959,0.4959,0.4959,0.4959,0.4364,0.4364,0.5157,0.5157
862,0.484,0.484,0.484,0.484,0.484,0.3944,0.3944,0.4302,0.4302,0.4302,0.3585,0.3585,0.3585,0.3585,0.3585,0.3585,0.4481,0.4481,0.4481,0.4481,0.3944,0.3944,0.466,0.466
863,0.5144,0.5144,0.5144,0.5144,0.5144,0.4191,0.4191,0.4572,0.4572,0.4572,0.381,0.381,0.381,0.381,0.381,0.381,0.4762,0.4762,0.4762,0.4762,0.4191,0.4191,0.4953,0.4953
864,0.5457,0.5457,0.5457,0.5457,0.5457,0.4446,0.4446,0.485,0.485,0.485,0.4042,0.4042,0.4042,0.4042,0.4042,0.4042,0.5052,0.5052,0.5052,0.5052,0.4446,0.4446,0.5255,0.5255
865,0.5609,0.5609,0.5609,0.5609,0.5609,0.457,0.457,0.4986,0.4986,0.4986,0.4155,0.4155,0.4155,0.4155,0.4155,0.4155,0.5194,0.5194,0.5194,0.5194,0.457,0.457,0.5402,0.5402
866,0.5704,0.5704,0.5704,0.5704,0.5704,0.4648,0.4648,0.507,0.507,0.507,0.4225,0.4225,0.4225,0.4225,0.4225,0.4225,0.5281,0.5281,0.5281,0.5281,0.4648,0.4648,0.5492,0.5492
867,0.5636,0.5636,0.5636,0.5636,0.5636,0.4592,0.4592,0.501,0.501,0.501,0.4175,0.4175,0.4175,0.4175,0.4175,0.4175,0.5219,0.5219,0.5219,0.5219,0.4592,0.4592,0.5428,0.5428
868,0.5049,0.5049,0.5049,0.5049,0.5049,0.4114,0.4114,0.4488,0.4488,0.4488,0.374,0.374,0.374,0.374,0.374,0.374,0.4675,0.4675,0.4675,0.4675,0.4114,0.4114,0.4862,0.4862
869,0.59,0.59,0.59,0.59,0.59,0.4807,0.4807,0.5244,0.5244,0.5244,0.437,0.437,0.437,0.437,0.437,0.437,0.5462,0.5462,0.5462,0.5462,0.4807,0.4807,0.5681,0.5681
870,0.5933,0.5933,0.5933,0.5933,0.5933,0.4835,0.4835,0.5274,0.5274,0.5274,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.5494,0.5494,0.5494,0.5494,0.4835,0.4835,0.5714,0.5714
871,0.5346,0.5346,0.5346,0.5346,0.5346,0.4356,0.4356,0.4752,0.4752,0.4752,0.396,0.396,0.396,0.396,0.396,0.396,0.495,0.495,0.495,0.495,0.4356,0.4356,0.5148,0.5148
872,0.5019,0.5019,0.5019,0.5019,0.5019,0.409,0.409,0.4462,0.4462,0.4462,0.3718,0.3718,0.3718,0.3718,0.3718,0.3718,0.4648,0.4648,0.4648,0.4648,0.409,0.409,0.4833,0.4833
873,0.4874,0.4874,0.4874,0.4874,0.4874,0.3971,0.3971,0.4332,0.4332,0.4332,0.361,0.361,0.361,0.361,0.361,0.361,0.4512,0.4512,0.4512,0.4512,0.3971,0.3971,0.4693,0.4693
874,0.4887,0.4887,0.4887,0.4887,0.4887,0.3982,0.3982,0.4344,0.4344,0.4344,0.362,0.362,0.362,0.362,0.362,0.362,0.4525,0.4525,0.4525,0.4525,0.3982,0.3982,0.4706,0.4706
875,0.5069,0.5069,0.5069,0.5069,0.5069,0.413,0.413,0.4506,0.4506,0.4506,0.3755,0.3755,0.3755,0.3755,0.3755,0.3755,0.4694,0.4694,0.4694,0.4694,0.413,0.413,0.4882,0.4882
876,0.5265,0.5265,0.5265,0.5265,0.5265,0.429,0.429,0.468,0.468,0.468,0.39,0.39,0.39,0.39,0.39,0.39,0.4875,0.4875,0.4875,0.4875,0.429,0.429,0.507,0.507
877,0.5585,0.5585,0.5585,0.5585,0.5585,0.4551,0.4551,0.4964,0.4964,0.4964,0.4137,0.4137,0.4137,0.4137,0.4137,0.4137,0.5171,0.5171,0.5171,0.5171,0.4551,0.4551,0.5378,0.5378
878,0.5681,0.5681,0.5681,0.5681,0.5681,0.4629,0.4629,0.505,0.505,0.505,0.4208,0.4208,0.4208,0.4208,0.4208,0.4208,0.526,0.526,0.526,0.526,0.4629,0.4629,0.547,0.547
879,0.5208,0.5208,0.5208,0.5208,0.5208,0.4244,0.4244,0.463,0.463,0.463,0.3858,0.3858,0.3858,0.3858,0.3858,0.3858,0.4822,0.4822,0.4822,0.4822,0.4244,0.4244,0.5015,0.5015
880,0.5897,0.5897,0.5897,0.5897,0.5897,0.4805,0.4805,0.5242,0.5242,0.5242,0.4368,0.4368,0.4368,0.4368,0.4368,0.4368,0.546,0.546,0.546,0.546,0.4805,0.4805,0.5678,0.5678
881,0.5546,0.5546,0.5546,0.5546,0.5546,0.4519,0.4519,0.493,0.493,0.493,0.4108,0.4108,0.4108,0.4108,0.4108,0.4108,0.5135,0.5135,0.5135,0.5135,0.4519,0.4519,0.534,0.534
882,0.5384,0.5384,0.5384,0.5384,0.5384,0.4387,0.4387,0.4786,0.4786,0.4786,0.3988,0.3988,0.3988,0.3988,0.3988,0.3988,0.4985,0.4985,0.4985,0.4985,0.4387,0.4387,0.5184,0.5184
883,0.4968,0.4968,0.4968,0.4968,0.4968,0.4048,0.4048,0.4416,0.4416,0.4416,0.368,0.368,0.368,0.368,0.368,0.368,0.46,0.46,0.46,0.46,0.4048,0.4048,0.4784,0.4784
884,0.5643,0.5643,0.5643,0.5643,0.5643,0.4598,0.4598,0.5016,0.5016,0.5016,0.418,0.418,0.418,0.418,0.418,0.418,0.5225,0.5225,0.5225,0.5225,0.4598,0.4598,0.5434,0.5434
885,0.5292,0.5292,0.5292,0.5292,0.5292,0.4312,0.4312,0.4704,0.4704,0.4704,0.392,0.392,0.392,0.392,0.392,0.392,0.49,0.49,0.49,0.49,0.4312,0.4312,0.5096,0.5096
886,0.5481,0.5481,0.5481,0.5481,0.5481,0.4466,0.4466,0.4872,0.4872,0.4872,0.406,0.406,0.406,0.406,0.406,0.406,0.5075,0.5075,0.5075,0.5075,0.4466,0.4466,0.5278,0.5278
887,0.5764,0.5764,0.5764,0.5764,0.5764,0.4697,0.4697,0.5124,0.5124,0.5124,0.427,0.427,0.427,0.427,0.427,0.427,0.5337,0.5337,0.5337,0.5337,0.4697,0.4697,0.5551,0.5551
888,0.4998,0.4998,0.4998,0.4998,0.4998,0.4072,0.4072,0.4442,0.4442,0.4442,0.3702,0.3702,0.3702,0.3702,0.3702,0.3702,0.4628,0.4628,0.4628,0.4628,0.4072,0.4072,0.4813,0.4813
889,0.5127,0.5127,0.5127,0.5127,0.5127,0.4178,0.4178,0.4558,0.4558,0.4558,0.3798,0.3798,0.3798,0.3798,0.3798,0.3798,0.4748,0.4748,0.4748,0.4748,0.4178,0.4178,0.4937,0.4937
890,0.533,0.533,0.533,0.533,0.533,0.4343,0.4343,0.4738,0.4738,0.4738,0.3948,0.3948,0.3948,0.3948,0.3948,0.3948,0.4935,0.4935,0.4935,0.4935,0.4343,0.4343,0.5132,0.5132
891,0.563,0.563,0.563,0.563,0.563,0.4587,0.4587,0.5004,0.5004,0.5004,0.417,0.417,0.417,0.417,0.417,0.417,0.5212,0.5212,0.5212,0.5212,0.4587,0.4587,0.5421,0.5421
892,0.5727,0.5727,0.5727,0.5727,0.5727,0.4666,0.4666,0.509,0.509,0.509,0.4242,0.4242,0.4242,0.4242,0.4242,0.4242,0.5302,0.5302,0.5302,0.5302,0.4666,0.4666,0.5515,0.5515
893,0.56,0.56,0.56,0.56,0.56,0.4563,0.4563,0.4978,0.4978,0.4978,0.4148,0.4148,0.4148,0.4148,0.4148,0.4148,0.5185,0.5185,0.5185,0.5185,0.4563,0.4563,0.5392,0.5392
894,0.5659,0.5659,0.5659,0.5659,0.5659,0.4611,0.4611,0.503,0.503,0.503,0.4192,0.4192,0.4192,0.4192,0.4192,0.4192,0.524,0.524,0.524,0.524,0.4611,0.4611,0.545,0.545
895,0.5947,0.5947,0.5947,0.5947,0.5947,0.4846,0.4846,0.5286,0.5286,0.5286,0.4405,0.4405,0.4405,0.4405,0.4405,0.4405,0.5506,0.5506,0.5506,0.5506,0.4846,0.4846,0.5726,0.5726
896,0.5656,0.5656,0.5656,0.5656,0.5656,0.4609,0.4609,0.5028,0.5028,0.5028,0.419,0.419,0.419,0.419,0.419,0.419,0.5237,0.5237,0.5237,0.5237,0.4609,0.4609,0.5447,0.5447
897,0.5481,0.5481,0.5481,0.5481,0.5481,0.4466,0.4466,0.4872,0.4872,0.4872,0.406,0.406,0.406,0.406,0.406,0.406,0.5075,0.5075,0.5075,0.5075,0.4466,0.4466,0.5278,0.5278
